measure_date,best_before,prd_number,weight,box_weight,ball_number,angel,campaign,taste,buyer,net_weight,mean_weight,silver,gold,buyer_idx
2018-12-09,2019-10-01,CA6,26.976999999999997,4.87,14,0,0,12,A,22.106999999999996,1.5790714285714282,0,0,0
2018-12-09,2019-10-01,CA6,28.116,4.883,15,1,0,12,A,23.233,1.5488666666666666,1,0,0
2018-12-10,2019-07-01,BA1,34.298,4.863,18,0,0,0,C,29.435000000000002,1.6352777777777778,0,0,2
2018-12-11,2019-10-01,CA6,26.999000000000002,4.8919999999999995,14,0,0,12,A,22.107000000000003,1.5790714285714287,0,0,0
2018-12-11,2019-09-01,CB8,27.72,4.906000000000001,15,0,0,12,A,22.814,1.5209333333333332,0,0,0
2018-12-11,2019-09-01,CB8,27.053,4.936,14,0,0,12,A,22.117,1.5797857142857143,0,0,0
2018-12-12,2019-05-01,AA4,33.939,4.898,16,0,3,0,B,29.041,1.8150625,0,0,1
2018-12-12,2019-05-01,AA4,34.129,4.914,16,0,3,0,B,29.214999999999996,1.8259374999999998,0,0,1
2018-12-13,2019-05-01,AB9,34.052,4.828,19,0,3,0,A,29.224,1.5381052631578946,0,0,0
2018-12-13,2019-07-01,BA8,34.239000000000004,4.862,17,0,0,0,A,29.377000000000002,1.7280588235294119,0,0,0
2018-12-13,2019-07-01,BA8,34.51,4.843999999999999,16,0,0,0,A,29.665999999999997,1.8541249999999998,0,0,0
2018-12-16,2019-10-01,CA1,27.414,4.883,15,0,0,12,A,22.531000000000002,1.5020666666666669,0,0,0
2018-12-16,2019-10-01,CA1,27.81,4.938,15,0,0,12,A,22.872,1.5248,0,0,0
2018-12-16,2019-07-01,CA7,32.078,4.873,16,0,3,1,A,27.205000000000002,1.7003125000000001,0,0,0
2018-12-16,2019-07-01,CA7,32.371,4.88,16,0,3,1,A,27.491000000000003,1.7181875000000002,0,0,0
2018-12-17,2019-09-01,DB7,26.935,4.874,14,0,0,11,A,22.061,1.5757857142857143,0,0,0
2018-12-17,2019-09-01,DB7,28.612,4.793,16,0,0,11,A,23.819,1.4886875,0,0,0
2018-12-19,2019-09-01,CB8,28.22,4.961,15,0,0,12,A,23.259,1.5506,0,0,0
2018-12-19,2019-09-01,CB8,27.638,4.946000000000001,15,0,0,12,A,22.692,1.5128,0,0,0
2018-12-19,2019-09-01,CB8,27.054000000000002,4.941,14,0,0,12,A,22.113000000000003,1.5795000000000001,0,0,0
2018-12-19,2019-09-01,CB8,27.284000000000002,4.92,15,0,0,12,A,22.364000000000004,1.4909333333333337,0,0,0
2018-12-20,2019-05-01,BA4,34.889,4.855,17,0,3,0,B,30.034000000000002,1.7667058823529413,0,0,1
2018-12-20,2019-05-01,BA4,33.997,4.8260000000000005,17,1,3,0,B,29.171,1.7159411764705883,1,0,1
2018-12-22,2019-07-01,CA7,30.925,4.885,15,0,3,1,A,26.04,1.736,0,0,0
2018-12-22,2019-07-01,CA7,31.836,4.885,16,0,3,1,A,26.951,1.6844375,0,0,0
2018-12-22,2019-07-01,CA7,30.905,4.859,15,0,3,1,A,26.046,1.7364,0,0,0
2018-12-22,2019-07-01,CA7,31.069000000000003,4.897,15,0,3,1,A,26.172000000000004,1.7448000000000004,0,0,0
